"Plot Title: NF-6 low pH A"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20031752, SEN S/N: 20031752)","Coupler Detached (LGR S/N: 20031752, SEN S/N: 20031752)","Coupler Attached (LGR S/N: 20031752, SEN S/N: 20031752)","Host Connected (LGR S/N: 20031752, SEN S/N: 20031752)","End Of File (LGR S/N: 20031752, SEN S/N: 20031752)"
68,05/10/17 07:15:00 AM,18.842,,,,
69,05/10/17 07:30:00 AM,18.818,,,,
70,05/10/17 07:45:00 AM,18.818,,,,
71,05/10/17 08:00:00 AM,18.794,,,,
72,05/10/17 08:15:00 AM,18.771,,,,
73,05/10/17 08:30:00 AM,18.747,,,,
74,05/10/17 08:45:00 AM,18.747,,,,
75,05/10/17 09:00:00 AM,18.747,,,,
76,05/10/17 09:15:00 AM,18.723,,,,
77,05/10/17 09:30:00 AM,18.723,,,,
78,05/10/17 09:45:00 AM,18.723,,,,
79,05/10/17 10:00:00 AM,18.723,,,,
80,05/10/17 10:15:00 AM,18.723,,,,
81,05/10/17 10:30:00 AM,18.723,,,,
82,05/10/17 10:45:00 AM,18.747,,,,
83,05/10/17 11:00:00 AM,18.747,,,,
84,05/10/17 11:15:00 AM,18.771,,,,
85,05/10/17 11:30:00 AM,18.771,,,,
86,05/10/17 11:45:00 AM,18.794,,,,
87,05/10/17 12:00:00 PM,18.818,,,,
88,05/10/17 12:15:00 PM,18.842,,,,
89,05/10/17 12:30:00 PM,18.866,,,,
90,05/10/17 12:45:00 PM,18.913,,,,
91,05/10/17 01:00:00 PM,18.913,,,,
92,05/10/17 01:15:00 PM,18.961,,,,
93,05/10/17 01:30:00 PM,19.008,,,,
94,05/10/17 01:45:00 PM,19.032,,,,
95,05/10/17 02:00:00 PM,19.056,,,,
96,05/10/17 02:15:00 PM,19.103,,,,
97,05/10/17 02:30:00 PM,19.151,,,,
98,05/10/17 02:45:00 PM,19.175,,,,
99,05/10/17 03:00:00 PM,19.222,,,,
100,05/10/17 03:15:00 PM,19.270,,,,
101,05/10/17 03:30:00 PM,19.318,,,,
102,05/10/17 03:45:00 PM,19.365,,,,
103,05/10/17 04:00:00 PM,19.413,,,,
104,05/10/17 04:15:00 PM,19.460,,,,
105,05/10/17 04:30:00 PM,19.508,,,,
106,05/10/17 04:45:00 PM,19.555,,,,
107,05/10/17 05:00:00 PM,19.603,,,,
108,05/10/17 05:15:00 PM,19.651,,,,
109,05/10/17 05:30:00 PM,19.698,,,,
110,05/10/17 05:45:00 PM,19.746,,,,
111,05/10/17 06:00:00 PM,19.793,,,,
112,05/10/17 06:15:00 PM,19.841,,,,
113,05/10/17 06:30:00 PM,19.888,,,,
114,05/10/17 06:45:00 PM,19.936,,,,
115,05/10/17 07:00:00 PM,19.960,,,,
116,05/10/17 07:15:00 PM,20.007,,,,
117,05/10/17 07:30:00 PM,20.055,,,,
118,05/10/17 07:45:00 PM,20.103,,,,
119,05/10/17 08:00:00 PM,20.126,,,,
120,05/10/17 08:15:00 PM,20.150,,,,
121,05/10/17 08:30:00 PM,20.198,,,,
122,05/10/17 08:45:00 PM,20.222,,,,
123,05/10/17 09:00:00 PM,20.246,,,,
124,05/10/17 09:15:00 PM,20.269,,,,
125,05/10/17 09:30:00 PM,20.269,,,,
126,05/10/17 09:45:00 PM,20.293,,,,
127,05/10/17 10:00:00 PM,20.317,,,,
128,05/10/17 10:15:00 PM,20.317,,,,
129,05/10/17 10:30:00 PM,20.317,,,,
130,05/10/17 10:45:00 PM,20.317,,,,
131,05/10/17 11:00:00 PM,20.317,,,,
132,05/10/17 11:15:00 PM,20.317,,,,
133,05/10/17 11:30:00 PM,20.317,,,,
134,05/10/17 11:45:00 PM,20.317,,,,
135,05/11/17 12:00:00 AM,20.317,,,,
136,05/11/17 12:15:00 AM,20.317,,,,
137,05/11/17 12:30:00 AM,20.293,,,,
138,05/11/17 12:45:00 AM,20.293,,,,
139,05/11/17 01:00:00 AM,20.293,,,,
140,05/11/17 01:15:00 AM,20.269,,,,
141,05/11/17 01:30:00 AM,20.269,,,,
142,05/11/17 01:45:00 AM,20.246,,,,
143,05/11/17 02:00:00 AM,20.246,,,,
144,05/11/17 02:15:00 AM,20.222,,,,
145,05/11/17 02:30:00 AM,20.222,,,,
146,05/11/17 02:45:00 AM,20.198,,,,
147,05/11/17 03:00:00 AM,20.174,,,,
148,05/11/17 03:15:00 AM,20.150,,,,
149,05/11/17 03:30:00 AM,20.126,,,,
150,05/11/17 03:45:00 AM,20.126,,,,
151,05/11/17 04:00:00 AM,20.103,,,,
152,05/11/17 04:15:00 AM,20.079,,,,
153,05/11/17 04:30:00 AM,20.055,,,,
154,05/11/17 04:45:00 AM,20.031,,,,
155,05/11/17 05:00:00 AM,20.007,,,,
156,05/11/17 05:15:00 AM,19.984,,,,
157,05/11/17 05:30:00 AM,19.960,,,,
158,05/11/17 05:45:00 AM,19.960,,,,
159,05/11/17 06:00:00 AM,19.936,,,,
160,05/11/17 06:15:00 AM,19.912,,,,
161,05/11/17 06:30:00 AM,19.888,,,,
162,05/11/17 06:45:00 AM,19.865,,,,
163,05/11/17 07:00:00 AM,19.841,,,,
164,05/11/17 07:15:00 AM,19.817,,,,
165,05/11/17 07:30:00 AM,19.793,,,,
166,05/11/17 07:45:00 AM,19.793,,,,
167,05/11/17 08:00:00 AM,19.770,,,,
168,05/11/17 08:15:00 AM,19.746,,,,
169,05/11/17 08:30:00 AM,19.746,,,,
170,05/11/17 08:45:00 AM,19.722,,,,
171,05/11/17 09:00:00 AM,19.722,,,,
172,05/11/17 09:15:00 AM,19.722,,,,
173,05/11/17 09:30:00 AM,19.698,,,,
174,05/11/17 09:45:00 AM,19.674,,,,
175,05/11/17 10:00:00 AM,19.674,,,,
176,05/11/17 10:15:00 AM,19.674,,,,
177,05/11/17 10:30:00 AM,19.651,,,,
178,05/11/17 10:45:00 AM,19.651,,,,
179,05/11/17 11:00:00 AM,19.651,,,,
180,05/11/17 11:15:00 AM,19.627,,,,
181,05/11/17 11:30:00 AM,19.651,,,,
182,05/11/17 11:45:00 AM,19.651,,,,
183,05/11/17 12:00:00 PM,19.674,,,,
184,05/11/17 12:15:00 PM,19.674,,,,
185,05/11/17 12:30:00 PM,19.698,,,,
186,05/11/17 12:45:00 PM,19.722,,,,
187,05/11/17 01:00:00 PM,19.722,,,,
188,05/11/17 01:15:00 PM,19.746,,,,
189,05/11/17 01:30:00 PM,19.770,,,,
190,05/11/17 01:45:00 PM,19.770,,,,
191,05/11/17 02:00:00 PM,19.770,,,,
192,05/11/17 02:15:00 PM,19.746,,,,
193,05/11/17 02:30:00 PM,19.746,,,,
194,05/11/17 02:45:00 PM,19.698,,,,
195,05/11/17 03:00:00 PM,19.674,,,,
196,05/11/17 03:15:00 PM,19.579,,,,
197,05/11/17 03:30:00 PM,19.413,,,,
198,05/11/17 03:45:00 PM,19.175,,,,
199,05/11/17 04:00:00 PM,18.913,,,,
200,05/11/17 04:15:00 PM,18.699,,,,
201,05/11/17 04:30:00 PM,18.485,,,,
202,05/11/17 04:45:00 PM,18.295,,,,
203,05/11/17 05:00:00 PM,18.152,,,,
204,05/11/17 05:15:00 PM,18.033,,,,
205,05/11/17 05:30:00 PM,17.962,,,,
206,05/11/17 05:45:00 PM,17.891,,,,
207,05/11/17 06:00:00 PM,17.843,,,,
208,05/11/17 06:15:00 PM,17.819,,,,
209,05/11/17 06:30:00 PM,17.819,,,,
210,05/11/17 06:45:00 PM,17.796,,,,
211,05/11/17 07:00:00 PM,17.772,,,,
212,05/11/17 07:15:00 PM,17.748,,,,
213,05/11/17 07:30:00 PM,17.724,,,,
214,05/11/17 07:45:00 PM,17.724,,,,
215,05/11/17 08:00:00 PM,17.701,,,,
216,05/11/17 08:15:00 PM,17.677,,,,
217,05/11/17 08:30:00 PM,17.653,,,,
218,05/11/17 08:45:00 PM,17.629,,,,
219,05/11/17 09:00:00 PM,17.605,,,,
220,05/11/17 09:15:00 PM,17.582,,,,
221,05/11/17 09:30:00 PM,17.558,,,,
222,05/11/17 09:45:00 PM,17.534,,,,
223,05/11/17 10:00:00 PM,17.486,,,,
224,05/11/17 10:15:00 PM,17.486,,,,
225,05/11/17 10:30:00 PM,17.463,,,,
226,05/11/17 10:45:00 PM,17.439,,,,
227,05/11/17 11:00:00 PM,17.415,,,,
228,05/11/17 11:15:00 PM,17.391,,,,
229,05/11/17 11:30:00 PM,17.368,,,,
230,05/11/17 11:45:00 PM,17.344,,,,
231,05/12/17 12:00:00 AM,17.320,,,,
232,05/12/17 12:15:00 AM,17.296,,,,
233,05/12/17 12:30:00 AM,17.249,,,,
234,05/12/17 12:45:00 AM,17.249,,,,
235,05/12/17 01:00:00 AM,17.201,,,,
236,05/12/17 01:15:00 AM,17.201,,,,
237,05/12/17 01:30:00 AM,17.177,,,,
238,05/12/17 01:45:00 AM,17.153,,,,
239,05/12/17 02:00:00 AM,17.130,,,,
240,05/12/17 02:15:00 AM,17.106,,,,
241,05/12/17 02:30:00 AM,17.082,,,,
242,05/12/17 02:45:00 AM,17.058,,,,
243,05/12/17 03:00:00 AM,17.034,,,,
244,05/12/17 03:15:00 AM,17.011,,,,
245,05/12/17 03:30:00 AM,16.987,,,,
246,05/12/17 03:45:00 AM,16.963,,,,
247,05/12/17 04:00:00 AM,16.963,,,,
248,05/12/17 04:15:00 AM,16.939,,,,
249,05/12/17 04:30:00 AM,16.915,,,,
250,05/12/17 04:45:00 AM,16.892,,,,
251,05/12/17 05:00:00 AM,16.868,,,,
252,05/12/17 05:15:00 AM,16.844,,,,
253,05/12/17 05:30:00 AM,16.820,,,,
254,05/12/17 05:45:00 AM,16.820,,,,
255,05/12/17 06:00:00 AM,16.796,,,,
256,05/12/17 06:15:00 AM,16.773,,,,
257,05/12/17 06:30:00 AM,16.749,,,,
258,05/12/17 06:45:00 AM,16.749,,,,
259,05/12/17 07:00:00 AM,16.725,,,,
260,05/12/17 07:15:00 AM,16.725,,,,
261,05/12/17 07:30:00 AM,16.725,,,,
262,05/12/17 07:45:00 AM,16.725,,,,
263,05/12/17 08:00:00 AM,16.749,,,,
264,05/12/17 08:15:00 AM,16.773,,,,
265,05/12/17 08:30:00 AM,16.796,,,,
266,05/12/17 08:45:00 AM,16.820,,,,
267,05/12/17 09:00:00 AM,16.820,,,,
268,05/12/17 09:15:00 AM,16.868,,,,
269,05/12/17 09:30:00 AM,16.892,,,,
270,05/12/17 09:45:00 AM,16.915,,,,
271,05/12/17 10:00:00 AM,16.915,,,,
272,05/12/17 10:15:00 AM,16.939,,,,
273,05/12/17 10:30:00 AM,16.963,,,,
274,05/12/17 10:45:00 AM,16.963,,,,
275,05/12/17 11:00:00 AM,16.987,,,,
276,05/12/17 11:15:00 AM,17.011,,,,
277,05/12/17 11:30:00 AM,17.058,,,,
278,05/12/17 11:45:00 AM,17.082,,,,
279,05/12/17 12:00:00 PM,17.130,,,,
280,05/12/17 12:15:00 PM,17.153,,,,
281,05/12/17 12:30:00 PM,17.177,,,,
282,05/12/17 12:45:00 PM,17.225,,,,
283,05/12/17 01:00:00 PM,17.249,,,,
284,05/12/17 01:15:00 PM,17.296,,,,
285,05/12/17 01:30:00 PM,17.344,,,,
286,05/12/17 01:45:00 PM,17.391,,,,
287,05/12/17 02:00:00 PM,17.439,,,,
288,05/12/17 02:15:00 PM,17.486,,,,
289,05/12/17 02:30:00 PM,17.558,,,,
290,05/12/17 02:45:00 PM,17.629,,,,
291,05/12/17 03:00:00 PM,17.701,,,,
292,05/12/17 03:15:00 PM,17.772,,,,
293,05/12/17 03:30:00 PM,17.819,,,,
294,05/12/17 03:45:00 PM,17.891,,,,
295,05/12/17 04:00:00 PM,17.962,,,,
296,05/12/17 04:15:00 PM,18.010,,,,
297,05/12/17 04:30:00 PM,18.081,,,,
298,05/12/17 04:45:00 PM,18.129,,,,
299,05/12/17 05:00:00 PM,18.176,,,,
300,05/12/17 05:15:00 PM,18.224,,,,
301,05/12/17 05:30:00 PM,18.295,,,,
302,05/12/17 05:45:00 PM,18.343,,,,
303,05/12/17 06:00:00 PM,18.414,,,,
304,05/12/17 06:15:00 PM,18.461,,,,
305,05/12/17 06:30:00 PM,18.509,,,,
306,05/12/17 06:45:00 PM,18.580,,,,
307,05/12/17 07:00:00 PM,18.628,,,,
308,05/12/17 07:15:00 PM,18.699,,,,
309,05/12/17 07:30:00 PM,18.771,,,,
310,05/12/17 07:45:00 PM,18.818,,,,
311,05/12/17 08:00:00 PM,18.889,,,,
312,05/12/17 08:15:00 PM,18.961,,,,
313,05/12/17 08:30:00 PM,19.032,,,,
314,05/12/17 08:45:00 PM,19.103,,,,
315,05/12/17 09:00:00 PM,19.151,,,,
316,05/12/17 09:15:00 PM,19.246,,,,
317,05/12/17 09:30:00 PM,19.318,,,,
318,05/12/17 09:45:00 PM,19.389,,,,
319,05/12/17 10:00:00 PM,19.484,,,,
320,05/12/17 10:15:00 PM,19.555,,,,
321,05/12/17 10:30:00 PM,19.651,,,,
322,05/12/17 10:45:00 PM,19.722,,,,
323,05/12/17 11:00:00 PM,19.817,,,,
324,05/12/17 11:15:00 PM,19.936,,,,
325,05/12/17 11:30:00 PM,20.031,,,,
326,05/12/17 11:45:00 PM,20.150,,,,
327,05/13/17 12:00:00 AM,20.269,,,,
328,05/13/17 12:15:00 AM,20.388,,,,
329,05/13/17 12:30:00 AM,20.507,,,,
330,05/13/17 12:45:00 AM,20.650,,,,
331,05/13/17 01:00:00 AM,20.793,,,,
332,05/13/17 01:15:00 AM,20.793,,,,
333,05/13/17 01:30:00 AM,20.698,,,,
334,05/13/17 01:45:00 AM,20.555,,,,
335,05/13/17 02:00:00 AM,20.436,,,,
336,05/13/17 02:15:00 AM,20.317,,,,
337,05/13/17 02:30:00 AM,20.198,,,,
338,05/13/17 02:45:00 AM,20.079,,,,
339,05/13/17 03:00:00 AM,19.984,,,,
340,05/13/17 03:15:00 AM,19.865,,,,
341,05/13/17 03:30:00 AM,19.746,,,,
342,05/13/17 03:45:00 AM,19.627,,,,
343,05/13/17 04:00:00 AM,19.508,,,,
344,05/13/17 04:15:00 AM,19.389,,,,
345,05/13/17 04:30:00 AM,19.294,,,,
346,05/13/17 04:45:00 AM,19.199,,,,
347,05/13/17 05:00:00 AM,19.080,,,,
348,05/13/17 05:15:00 AM,18.985,,,,
349,05/13/17 05:30:00 AM,18.889,,,,
350,05/13/17 05:45:00 AM,18.794,,,,
351,05/13/17 06:00:00 AM,18.723,,,,
352,05/13/17 06:15:00 AM,18.628,,,,
353,05/13/17 06:30:00 AM,18.533,,,,
354,05/13/17 06:45:00 AM,18.461,,,,
355,05/13/17 07:00:00 AM,18.390,,,,
356,05/13/17 07:15:00 AM,18.319,,,,
357,05/13/17 07:30:00 AM,18.247,,,,
358,05/13/17 07:45:00 AM,18.176,,,,
359,05/13/17 08:00:00 AM,18.105,,,,
360,05/13/17 08:15:00 AM,18.033,,,,
361,05/13/17 08:30:00 AM,17.962,,,,
362,05/13/17 08:45:00 AM,17.915,,,,
363,05/13/17 09:00:00 AM,17.843,,,,
364,05/13/17 09:15:00 AM,17.796,,,,
365,05/13/17 09:30:00 AM,17.724,,,,
366,05/13/17 09:45:00 AM,17.677,,,,
367,05/13/17 10:00:00 AM,17.605,,,,
368,05/13/17 10:15:00 AM,17.558,,,,
369,05/13/17 10:30:00 AM,17.510,,,,
370,05/13/17 10:45:00 AM,17.463,,,,
371,05/13/17 11:00:00 AM,17.415,,,,
372,05/13/17 11:15:00 AM,17.368,,,,
373,05/13/17 11:30:00 AM,17.320,,,,
374,05/13/17 11:45:00 AM,17.272,,,,
375,05/13/17 12:00:00 PM,17.249,,,,
376,05/13/17 12:15:00 PM,17.201,,,,
377,05/13/17 12:30:00 PM,17.153,,,,
378,05/13/17 12:45:00 PM,17.106,,,,
379,05/13/17 01:00:00 PM,17.082,,,,
380,05/13/17 01:15:00 PM,17.034,,,,
381,05/13/17 01:30:00 PM,16.987,,,,
382,05/13/17 01:45:00 PM,16.963,,,,
383,05/13/17 02:00:00 PM,16.915,,,,
384,05/13/17 02:15:00 PM,16.892,,,,
385,05/13/17 02:30:00 PM,16.868,,,,
386,05/13/17 02:45:00 PM,16.820,,,,
387,05/13/17 03:00:00 PM,16.511,,,,
388,05/13/17 03:15:00 PM,17.344,,,,
389,05/13/17 03:30:00 PM,17.486,,,,
390,05/13/17 03:45:00 PM,17.534,,,,
391,05/13/17 04:00:00 PM,17.558,,,,
392,05/13/17 04:15:00 PM,17.534,,,,
393,05/13/17 04:30:00 PM,17.582,,,,
394,05/13/17 04:45:00 PM,17.582,,,,
395,05/13/17 05:00:00 PM,17.582,,,,
396,05/13/17 05:15:00 PM,17.605,,,,
397,05/13/17 05:30:00 PM,17.605,,,,
398,05/13/17 05:45:00 PM,17.605,,,,
399,05/13/17 06:00:00 PM,17.605,,,,
400,05/13/17 06:15:00 PM,17.629,,,,
401,05/13/17 06:30:00 PM,17.629,,,,
402,05/13/17 06:45:00 PM,17.653,,,,
403,05/13/17 07:00:00 PM,17.677,,,,
404,05/13/17 07:15:00 PM,17.677,,,,
405,05/13/17 07:30:00 PM,17.701,,,,
406,05/13/17 07:45:00 PM,17.701,,,,
407,05/13/17 08:00:00 PM,17.724,,,,
408,05/13/17 08:15:00 PM,17.724,,,,
409,05/13/17 08:30:00 PM,17.748,,,,
410,05/13/17 08:45:00 PM,17.772,,,,
411,05/13/17 09:00:00 PM,17.772,,,,
412,05/13/17 09:15:00 PM,17.796,,,,
413,05/13/17 09:30:00 PM,17.796,,,,
414,05/13/17 09:45:00 PM,17.796,,,,
415,05/13/17 10:00:00 PM,17.819,,,,
416,05/13/17 10:15:00 PM,17.819,,,,
417,05/13/17 10:30:00 PM,17.843,,,,
418,05/13/17 10:45:00 PM,17.843,,,,
419,05/13/17 11:00:00 PM,17.867,,,,
420,05/13/17 11:15:00 PM,17.867,,,,
421,05/13/17 11:30:00 PM,17.891,,,,
422,05/13/17 11:45:00 PM,17.891,,,,
423,05/14/17 12:00:00 AM,17.891,,,,
424,05/14/17 12:15:00 AM,17.891,,,,
425,05/14/17 12:30:00 AM,17.915,,,,
426,05/14/17 12:45:00 AM,17.915,,,,
427,05/14/17 01:00:00 AM,17.915,,,,
428,05/14/17 01:15:00 AM,17.938,,,,
429,05/14/17 01:30:00 AM,17.938,,,,
430,05/14/17 01:45:00 AM,17.938,,,,
431,05/14/17 02:00:00 AM,17.962,,,,
432,05/14/17 02:15:00 AM,17.962,,,,
433,05/14/17 02:30:00 AM,17.962,,,,
434,05/14/17 02:45:00 AM,17.962,,,,
435,05/14/17 03:00:00 AM,17.986,,,,
436,05/14/17 03:15:00 AM,17.986,,,,
437,05/14/17 03:30:00 AM,17.986,,,,
438,05/14/17 03:45:00 AM,17.986,,,,
439,05/14/17 04:00:00 AM,18.010,,,,
440,05/14/17 04:15:00 AM,18.010,,,,
441,05/14/17 04:30:00 AM,18.010,,,,
442,05/14/17 04:45:00 AM,18.010,,,,
443,05/14/17 05:00:00 AM,18.010,,,,
444,05/14/17 05:15:00 AM,18.010,,,,
445,05/14/17 05:30:00 AM,18.033,,,,
446,05/14/17 05:45:00 AM,18.033,,,,
447,05/14/17 06:00:00 AM,18.033,,,,
448,05/14/17 06:15:00 AM,18.033,,,,
449,05/14/17 06:30:00 AM,18.033,,,,
450,05/14/17 06:45:00 AM,18.033,,,,
451,05/14/17 07:00:00 AM,18.033,,,,
452,05/14/17 07:15:00 AM,18.033,,,,
453,05/14/17 07:30:00 AM,18.057,,,,
454,05/14/17 07:45:00 AM,18.057,,,,
455,05/14/17 08:00:00 AM,18.057,,,,
456,05/14/17 08:15:00 AM,18.057,,,,
457,05/14/17 08:30:00 AM,18.057,,,,
458,05/14/17 08:45:00 AM,18.057,,,,
459,05/14/17 09:00:00 AM,18.057,,,,
460,05/14/17 09:15:00 AM,18.057,,,,
461,05/14/17 09:30:00 AM,18.057,,,,
462,05/14/17 09:45:00 AM,18.081,,,,
463,05/14/17 10:00:00 AM,18.081,,,,
464,05/14/17 10:15:00 AM,18.081,,,,
465,05/14/17 10:30:00 AM,18.057,,,,
466,05/14/17 10:45:00 AM,18.081,,,,
467,05/14/17 11:00:00 AM,18.081,,,,
468,05/14/17 11:15:00 AM,18.105,,,,
469,05/14/17 11:30:00 AM,18.081,,,,
470,05/14/17 11:45:00 AM,18.105,,,,
471,05/14/17 12:00:00 PM,18.105,,,,
472,05/14/17 12:15:00 PM,18.105,,,,
473,05/14/17 12:30:00 PM,18.105,,,,
474,05/14/17 12:45:00 PM,18.105,,,,
475,05/14/17 01:00:00 PM,18.105,,,,
476,05/14/17 01:15:00 PM,18.105,,,,
477,05/14/17 01:30:00 PM,18.105,,,,
478,05/14/17 01:45:00 PM,18.105,,,,
479,05/14/17 02:00:00 PM,18.105,,,,
480,05/14/17 02:15:00 PM,18.105,,,,
481,05/14/17 02:30:00 PM,18.105,,,,
482,05/14/17 02:45:00 PM,18.105,,,,
483,05/14/17 03:00:00 PM,18.105,,,,
484,05/14/17 03:15:00 PM,18.105,,,,
485,05/14/17 03:30:00 PM,18.129,,,,
486,05/14/17 03:45:00 PM,18.129,,,,
487,05/14/17 04:00:00 PM,18.129,,,,
488,05/14/17 04:15:00 PM,18.152,,,,
489,05/14/17 04:30:00 PM,18.176,,,,
490,05/14/17 04:45:00 PM,18.176,,,,
491,05/14/17 05:00:00 PM,18.200,,,,
492,05/14/17 05:15:00 PM,18.200,,,,
493,05/14/17 05:30:00 PM,18.200,,,,
494,05/14/17 05:45:00 PM,18.176,,,,
495,05/14/17 06:00:00 PM,18.152,,,,
496,05/14/17 06:15:00 PM,18.152,,,,
497,05/14/17 06:30:00 PM,18.152,,,,
498,05/14/17 06:45:00 PM,18.176,,,,
499,05/14/17 07:00:00 PM,18.224,,,,
500,05/14/17 07:15:00 PM,18.247,,,,
501,05/14/17 07:30:00 PM,18.247,,,,
502,05/14/17 07:45:00 PM,18.271,,,,
503,05/14/17 08:00:00 PM,18.295,,,,
504,05/14/17 08:15:00 PM,18.319,,,,
505,05/14/17 08:30:00 PM,18.343,,,,
506,05/14/17 08:45:00 PM,18.343,,,,
507,05/14/17 09:00:00 PM,18.366,,,,
508,05/14/17 09:15:00 PM,18.366,,,,
509,05/14/17 09:30:00 PM,18.390,,,,
510,05/14/17 09:45:00 PM,18.390,,,,
511,05/14/17 10:00:00 PM,18.390,,,,
512,05/14/17 10:15:00 PM,18.390,,,,
513,05/14/17 10:30:00 PM,18.390,,,,
514,05/14/17 10:45:00 PM,18.390,,,,
515,05/14/17 11:00:00 PM,18.390,,,,
516,05/14/17 11:15:00 PM,18.390,,,,
517,05/14/17 11:30:00 PM,18.390,,,,
518,05/14/17 11:45:00 PM,18.390,,,,
519,05/15/17 12:00:00 AM,18.390,,,,
520,05/15/17 12:15:00 AM,18.366,,,,
521,05/15/17 12:30:00 AM,18.366,,,,
522,05/15/17 12:45:00 AM,18.366,,,,
523,05/15/17 01:00:00 AM,18.343,,,,
524,05/15/17 01:15:00 AM,18.343,,,,
525,05/15/17 01:30:00 AM,18.343,,,,
526,05/15/17 01:45:00 AM,18.343,,,,
527,05/15/17 02:00:00 AM,18.343,,,,
528,05/15/17 02:15:00 AM,18.319,,,,
529,05/15/17 02:30:00 AM,18.319,,,,
530,05/15/17 02:45:00 AM,18.319,,,,
531,05/15/17 03:00:00 AM,18.319,,,,
532,05/15/17 03:15:00 AM,18.295,,,,
533,05/15/17 03:30:00 AM,18.295,,,,
534,05/15/17 03:45:00 AM,18.295,,,,
535,05/15/17 04:00:00 AM,18.271,,,,
536,05/15/17 04:15:00 AM,18.271,,,,
537,05/15/17 04:30:00 AM,18.271,,,,
538,05/15/17 04:45:00 AM,18.271,,,,
539,05/15/17 05:00:00 AM,18.247,,,,
540,05/15/17 05:15:00 AM,18.247,,,,
541,05/15/17 05:30:00 AM,18.247,,,,
542,05/15/17 05:45:00 AM,18.247,,,,
543,05/15/17 06:00:00 AM,18.224,,,,
544,05/15/17 06:15:00 AM,18.224,,,,
