"Plot Title: 20137187"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137187, SEN S/N: 20137187)","Host Connected (LGR S/N: 20137187, SEN S/N: 20137187)","Coupler Attached (LGR S/N: 20137187, SEN S/N: 20137187)","End Of File (LGR S/N: 20137187, SEN S/N: 20137187)"
111,05/18/17 02:30:00 PM,17.855,,,
112,05/18/17 02:45:00 PM,17.950,,,
113,05/18/17 03:00:00 PM,17.950,,,
114,05/18/17 03:15:00 PM,17.950,,,
115,05/18/17 03:30:00 PM,17.950,,,
116,05/18/17 03:45:00 PM,18.045,,,
117,05/18/17 04:00:00 PM,18.045,,,
118,05/18/17 04:15:00 PM,18.045,,,
119,05/18/17 04:30:00 PM,18.045,,,
120,05/18/17 04:45:00 PM,18.045,,,
121,05/18/17 05:00:00 PM,18.140,,,
122,05/18/17 05:15:00 PM,18.140,,,
123,05/18/17 05:30:00 PM,18.140,,,
124,05/18/17 05:45:00 PM,18.140,,,
125,05/18/17 06:00:00 PM,18.140,,,
126,05/18/17 06:15:00 PM,18.236,,,
127,05/18/17 06:30:00 PM,18.236,,,
128,05/18/17 06:45:00 PM,18.331,,,
129,05/18/17 07:00:00 PM,18.331,,,
130,05/18/17 07:15:00 PM,18.331,,,
131,05/18/17 07:30:00 PM,18.426,,,
132,05/18/17 07:45:00 PM,18.426,,,
133,05/18/17 08:00:00 PM,18.426,,,
134,05/18/17 08:15:00 PM,18.426,,,
135,05/18/17 08:30:00 PM,18.521,,,
136,05/18/17 08:45:00 PM,18.521,,,
137,05/18/17 09:00:00 PM,18.521,,,
138,05/18/17 09:15:00 PM,18.521,,,
139,05/18/17 09:30:00 PM,18.521,,,
140,05/18/17 09:45:00 PM,18.521,,,
141,05/18/17 10:00:00 PM,18.521,,,
142,05/18/17 10:15:00 PM,18.521,,,
143,05/18/17 10:30:00 PM,18.521,,,
144,05/18/17 10:45:00 PM,18.521,,,
145,05/18/17 11:00:00 PM,18.521,,,
146,05/18/17 11:15:00 PM,18.521,,,
147,05/18/17 11:30:00 PM,18.426,,,
148,05/18/17 11:45:00 PM,18.426,,,
149,05/19/17 12:00:00 AM,18.426,,,
150,05/19/17 12:15:00 AM,18.426,,,
151,05/19/17 12:30:00 AM,18.426,,,
152,05/19/17 12:45:00 AM,18.331,,,
153,05/19/17 01:00:00 AM,18.331,,,
154,05/19/17 01:15:00 AM,18.331,,,
155,05/19/17 01:30:00 AM,18.236,,,
156,05/19/17 01:45:00 AM,18.236,,,
157,05/19/17 02:00:00 AM,18.236,,,
158,05/19/17 02:15:00 AM,18.236,,,
159,05/19/17 02:30:00 AM,18.140,,,
160,05/19/17 02:45:00 AM,18.140,,,
161,05/19/17 03:00:00 AM,18.140,,,
162,05/19/17 03:15:00 AM,18.045,,,
163,05/19/17 03:30:00 AM,18.045,,,
164,05/19/17 03:45:00 AM,18.045,,,
165,05/19/17 04:00:00 AM,18.045,,,
166,05/19/17 04:15:00 AM,18.045,,,
167,05/19/17 04:30:00 AM,18.045,,,
168,05/19/17 04:45:00 AM,17.950,,,
169,05/19/17 05:00:00 AM,17.950,,,
170,05/19/17 05:15:00 AM,17.950,,,
171,05/19/17 05:30:00 AM,17.950,,,
172,05/19/17 05:45:00 AM,17.950,,,
173,05/19/17 06:00:00 AM,17.950,,,
174,05/19/17 06:15:00 AM,17.855,,,
175,05/19/17 06:30:00 AM,17.855,,,
176,05/19/17 06:45:00 AM,17.855,,,
177,05/19/17 07:00:00 AM,17.855,,,
178,05/19/17 07:15:00 AM,17.855,,,
179,05/19/17 07:30:00 AM,17.855,,,
180,05/19/17 07:45:00 AM,17.855,,,
181,05/19/17 08:00:00 AM,17.855,,,
182,05/19/17 08:15:00 AM,17.855,,,
183,05/19/17 08:30:00 AM,17.760,,,
184,05/19/17 08:45:00 AM,17.760,,,
185,05/19/17 09:00:00 AM,17.760,,,
186,05/19/17 09:15:00 AM,17.760,,,
187,05/19/17 09:30:00 AM,17.760,,,
188,05/19/17 09:45:00 AM,17.760,,,
189,05/19/17 10:00:00 AM,17.760,,,
190,05/19/17 10:15:00 AM,17.760,,,
191,05/19/17 10:30:00 AM,17.760,,,
192,05/19/17 10:45:00 AM,17.760,,,
193,05/19/17 11:00:00 AM,17.760,,,
194,05/19/17 11:15:00 AM,17.760,,,
195,05/19/17 11:30:00 AM,17.760,,,
196,05/19/17 11:45:00 AM,17.855,,,
197,05/19/17 12:00:00 PM,17.855,,,
198,05/19/17 12:15:00 PM,17.855,,,
199,05/19/17 12:30:00 PM,17.855,,,
200,05/19/17 12:45:00 PM,17.950,,,
201,05/19/17 01:00:00 PM,17.950,,,
202,05/19/17 01:15:00 PM,17.950,,,
203,05/19/17 01:30:00 PM,18.045,,,
204,05/19/17 01:45:00 PM,18.045,,,
205,05/19/17 02:00:00 PM,18.045,,,
206,05/19/17 02:15:00 PM,18.140,,,
207,05/19/17 02:30:00 PM,18.140,,,
208,05/19/17 02:45:00 PM,18.236,,,
209,05/19/17 03:00:00 PM,18.236,,,
210,05/19/17 03:15:00 PM,18.331,,,
211,05/19/17 03:30:00 PM,18.426,,,
212,05/19/17 03:45:00 PM,18.426,,,
213,05/19/17 04:00:00 PM,18.521,,,
214,05/19/17 04:15:00 PM,18.521,,,
215,05/19/17 04:30:00 PM,18.616,,,
216,05/19/17 04:45:00 PM,18.616,,,
217,05/19/17 05:00:00 PM,18.711,,,
218,05/19/17 05:15:00 PM,18.711,,,
219,05/19/17 05:30:00 PM,18.806,,,
220,05/19/17 05:45:00 PM,18.806,,,
221,05/19/17 06:00:00 PM,18.901,,,
222,05/19/17 06:15:00 PM,18.901,,,
223,05/19/17 06:30:00 PM,18.996,,,
224,05/19/17 06:45:00 PM,18.996,,,
225,05/19/17 07:00:00 PM,19.092,,,
226,05/19/17 07:15:00 PM,19.092,,,
227,05/19/17 07:30:00 PM,19.092,,,
228,05/19/17 07:45:00 PM,19.187,,,
229,05/19/17 08:00:00 PM,19.187,,,
230,05/19/17 08:15:00 PM,19.187,,,
231,05/19/17 08:30:00 PM,19.282,,,
232,05/19/17 08:45:00 PM,19.282,,,
233,05/19/17 09:00:00 PM,19.282,,,
234,05/19/17 09:15:00 PM,19.282,,,
235,05/19/17 09:30:00 PM,19.282,,,
236,05/19/17 09:45:00 PM,19.377,,,
237,05/19/17 10:00:00 PM,19.377,,,
238,05/19/17 10:15:00 PM,19.377,,,
239,05/19/17 10:30:00 PM,19.377,,,
240,05/19/17 10:45:00 PM,19.377,,,
241,05/19/17 11:00:00 PM,19.472,,,
242,05/19/17 11:15:00 PM,19.472,,,
243,05/19/17 11:30:00 PM,19.472,,,
244,05/19/17 11:45:00 PM,19.472,,,
245,05/20/17 12:00:00 AM,19.472,,,
246,05/20/17 12:15:00 AM,19.472,,,
247,05/20/17 12:30:00 AM,19.472,,,
248,05/20/17 12:45:00 AM,19.472,,,
249,05/20/17 01:00:00 AM,19.567,,,
250,05/20/17 01:15:00 AM,19.567,,,
251,05/20/17 01:30:00 AM,19.567,,,
252,05/20/17 01:45:00 AM,19.567,,,
253,05/20/17 02:00:00 AM,19.567,,,
254,05/20/17 02:15:00 AM,19.567,,,
255,05/20/17 02:30:00 AM,19.567,,,
256,05/20/17 02:45:00 AM,19.567,,,
257,05/20/17 03:00:00 AM,19.567,,,
258,05/20/17 03:15:00 AM,19.567,,,
259,05/20/17 03:30:00 AM,19.567,,,
260,05/20/17 03:45:00 AM,19.472,,,
261,05/20/17 04:00:00 AM,19.472,,,
262,05/20/17 04:15:00 AM,19.472,,,
263,05/20/17 04:30:00 AM,19.472,,,
264,05/20/17 04:45:00 AM,19.472,,,
265,05/20/17 05:00:00 AM,19.472,,,
266,05/20/17 05:15:00 AM,19.472,,,
267,05/20/17 05:30:00 AM,19.472,,,
268,05/20/17 05:45:00 AM,19.377,,,
269,05/20/17 06:00:00 AM,19.377,,,
270,05/20/17 06:15:00 AM,19.377,,,
271,05/20/17 06:30:00 AM,19.377,,,
272,05/20/17 06:45:00 AM,19.377,,,
273,05/20/17 07:00:00 AM,19.377,,,
274,05/20/17 07:15:00 AM,19.282,,,
275,05/20/17 07:30:00 AM,19.282,,,
276,05/20/17 07:45:00 AM,19.282,,,
277,05/20/17 08:00:00 AM,19.282,,,
278,05/20/17 08:15:00 AM,19.282,,,
279,05/20/17 08:30:00 AM,19.282,,,
280,05/20/17 08:45:00 AM,19.282,,,
281,05/20/17 09:00:00 AM,19.187,,,
282,05/20/17 09:15:00 AM,19.187,,,
283,05/20/17 09:30:00 AM,19.187,,,
284,05/20/17 09:45:00 AM,19.187,,,
285,05/20/17 10:00:00 AM,19.187,,,
286,05/20/17 10:15:00 AM,19.187,,,
287,05/20/17 10:30:00 AM,19.092,,,
288,05/20/17 10:45:00 AM,19.092,,,
289,05/20/17 11:00:00 AM,19.092,,,
290,05/20/17 11:15:00 AM,19.092,,,
291,05/20/17 11:30:00 AM,19.092,,,
292,05/20/17 11:45:00 AM,19.092,,,
293,05/20/17 12:00:00 PM,18.996,,,
294,05/20/17 12:15:00 PM,18.996,,,
295,05/20/17 12:30:00 PM,18.996,,,
296,05/20/17 12:45:00 PM,18.996,,,
297,05/20/17 01:00:00 PM,18.996,,,
298,05/20/17 01:15:00 PM,18.996,,,
299,05/20/17 01:30:00 PM,18.901,,,
300,05/20/17 01:45:00 PM,18.901,,,
301,05/20/17 02:00:00 PM,18.901,,,
302,05/20/17 02:15:00 PM,18.901,,,
303,05/20/17 02:30:00 PM,18.806,,,
304,05/20/17 02:45:00 PM,18.806,,,
305,05/20/17 03:00:00 PM,18.806,,,
306,05/20/17 03:15:00 PM,18.711,,,
307,05/20/17 03:30:00 PM,18.711,,,
308,05/20/17 03:45:00 PM,18.711,,,
309,05/20/17 04:00:00 PM,18.711,,,
310,05/20/17 04:15:00 PM,18.711,,,
311,05/20/17 04:30:00 PM,18.711,,,
312,05/20/17 04:45:00 PM,18.711,,,
313,05/20/17 05:00:00 PM,18.616,,,
314,05/20/17 05:15:00 PM,18.616,,,
315,05/20/17 05:30:00 PM,18.616,,,
316,05/20/17 05:45:00 PM,18.616,,,
317,05/20/17 06:00:00 PM,18.616,,,
318,05/20/17 06:15:00 PM,18.616,,,
319,05/20/17 06:30:00 PM,18.616,,,
320,05/20/17 06:45:00 PM,18.616,,,
321,05/20/17 07:00:00 PM,18.616,,,
322,05/20/17 07:15:00 PM,18.616,,,
323,05/20/17 07:30:00 PM,18.616,,,
324,05/20/17 07:45:00 PM,18.616,,,
325,05/20/17 08:00:00 PM,18.616,,,
326,05/20/17 08:15:00 PM,18.616,,,
327,05/20/17 08:30:00 PM,18.616,,,
328,05/20/17 08:45:00 PM,18.521,,,
329,05/20/17 09:00:00 PM,18.521,,,
330,05/20/17 09:15:00 PM,18.521,,,
331,05/20/17 09:30:00 PM,18.521,,,
332,05/20/17 09:45:00 PM,18.521,,,
333,05/20/17 10:00:00 PM,18.521,,,
334,05/20/17 10:15:00 PM,18.521,,,
335,05/20/17 10:30:00 PM,18.426,,,
336,05/20/17 10:45:00 PM,18.426,,,
337,05/20/17 11:00:00 PM,18.426,,,
338,05/20/17 11:15:00 PM,18.426,,,
339,05/20/17 11:30:00 PM,18.426,,,
340,05/20/17 11:45:00 PM,18.331,,,
341,05/21/17 12:00:00 AM,18.331,,,
342,05/21/17 12:15:00 AM,18.331,,,
343,05/21/17 12:30:00 AM,18.331,,,
344,05/21/17 12:45:00 AM,18.236,,,
345,05/21/17 01:00:00 AM,18.236,,,
346,05/21/17 01:15:00 AM,18.236,,,
347,05/21/17 01:30:00 AM,18.236,,,
348,05/21/17 01:45:00 AM,18.140,,,
349,05/21/17 02:00:00 AM,18.140,,,
350,05/21/17 02:15:00 AM,18.140,,,
351,05/21/17 02:30:00 AM,18.140,,,
352,05/21/17 02:45:00 AM,18.140,,,
353,05/21/17 03:00:00 AM,18.045,,,
354,05/21/17 03:15:00 AM,18.045,,,
355,05/21/17 03:30:00 AM,18.045,,,
356,05/21/17 03:45:00 AM,18.045,,,
357,05/21/17 04:00:00 AM,18.045,,,
358,05/21/17 04:15:00 AM,17.950,,,
359,05/21/17 04:30:00 AM,17.950,,,
360,05/21/17 04:45:00 AM,17.950,,,
361,05/21/17 05:00:00 AM,17.950,,,
362,05/21/17 05:15:00 AM,17.950,,,
363,05/21/17 05:30:00 AM,17.950,,,
364,05/21/17 05:45:00 AM,17.950,,,
365,05/21/17 06:00:00 AM,17.950,,,
366,05/21/17 06:15:00 AM,17.950,,,
367,05/21/17 06:30:00 AM,17.950,,,
368,05/21/17 06:45:00 AM,17.855,,,
369,05/21/17 07:00:00 AM,17.950,,,
370,05/21/17 07:15:00 AM,17.855,,,
371,05/21/17 07:30:00 AM,17.855,,,
372,05/21/17 07:45:00 AM,17.855,,,
373,05/21/17 08:00:00 AM,17.950,,,
374,05/21/17 08:15:00 AM,17.855,,,
375,05/21/17 08:30:00 AM,17.855,,,
376,05/21/17 08:45:00 AM,17.855,,,
377,05/21/17 09:00:00 AM,17.855,,,
378,05/21/17 09:15:00 AM,17.855,,,
379,05/21/17 09:30:00 AM,17.855,,,
380,05/21/17 09:45:00 AM,17.855,,,
381,05/21/17 10:00:00 AM,17.855,,,
382,05/21/17 10:15:00 AM,17.950,,,
383,05/21/17 10:30:00 AM,17.950,,,
384,05/21/17 10:45:00 AM,17.950,,,
385,05/21/17 11:00:00 AM,17.950,,,
386,05/21/17 11:15:00 AM,17.950,,,
387,05/21/17 11:30:00 AM,17.950,,,
388,05/21/17 11:45:00 AM,17.950,,,
389,05/21/17 12:00:00 PM,17.950,,,
390,05/21/17 12:15:00 PM,18.045,,,
391,05/21/17 12:30:00 PM,18.045,,,
392,05/21/17 12:45:00 PM,18.045,,,
393,05/21/17 01:00:00 PM,18.045,,,
394,05/21/17 01:15:00 PM,18.045,,,
395,05/21/17 01:30:00 PM,18.045,,,
396,05/21/17 01:45:00 PM,18.140,,,
397,05/21/17 02:00:00 PM,18.140,,,
398,05/21/17 02:15:00 PM,18.140,,,
399,05/21/17 02:30:00 PM,18.140,,,
400,05/21/17 02:45:00 PM,18.140,,,
401,05/21/17 03:00:00 PM,18.236,,,
402,05/21/17 03:15:00 PM,18.236,,,
403,05/21/17 03:30:00 PM,18.236,,,
404,05/21/17 03:45:00 PM,18.236,,,
405,05/21/17 04:00:00 PM,18.236,,,
406,05/21/17 04:15:00 PM,18.236,,,
407,05/21/17 04:30:00 PM,18.236,,,
408,05/21/17 04:45:00 PM,18.236,,,
409,05/21/17 05:00:00 PM,18.236,,,
410,05/21/17 05:15:00 PM,18.140,,,
411,05/21/17 05:30:00 PM,18.140,,,
412,05/21/17 05:45:00 PM,18.140,,,
413,05/21/17 06:00:00 PM,18.140,,,
414,05/21/17 06:15:00 PM,18.140,,,
415,05/21/17 06:30:00 PM,18.140,,,
416,05/21/17 06:45:00 PM,18.140,,,
417,05/21/17 07:00:00 PM,18.236,,,
418,05/21/17 07:15:00 PM,18.331,,,
419,05/21/17 07:30:00 PM,18.426,,,
420,05/21/17 07:45:00 PM,18.426,,,
421,05/21/17 08:00:00 PM,18.521,,,
422,05/21/17 08:15:00 PM,18.521,,,
423,05/21/17 08:30:00 PM,18.521,,,
424,05/21/17 08:45:00 PM,18.616,,,
425,05/21/17 09:00:00 PM,18.616,,,
426,05/21/17 09:15:00 PM,18.616,,,
427,05/21/17 09:30:00 PM,18.616,,,
428,05/21/17 09:45:00 PM,18.711,,,
429,05/21/17 10:00:00 PM,18.711,,,
430,05/21/17 10:15:00 PM,18.711,,,
431,05/21/17 10:30:00 PM,18.711,,,
432,05/21/17 10:45:00 PM,18.711,,,
433,05/21/17 11:00:00 PM,18.711,,,
434,05/21/17 11:15:00 PM,18.711,,,
435,05/21/17 11:30:00 PM,18.711,,,
436,05/21/17 11:45:00 PM,18.711,,,
437,05/22/17 12:00:00 AM,18.711,,,
438,05/22/17 12:15:00 AM,18.711,,,
439,05/22/17 12:30:00 AM,18.711,,,
440,05/22/17 12:45:00 AM,18.616,,,
441,05/22/17 01:00:00 AM,18.616,,,
442,05/22/17 01:15:00 AM,18.616,,,
443,05/22/17 01:30:00 AM,18.521,,,
444,05/22/17 01:45:00 AM,18.521,,,
445,05/22/17 02:00:00 AM,18.521,,,
446,05/22/17 02:15:00 AM,18.521,,,
447,05/22/17 02:30:00 AM,18.426,,,
448,05/22/17 02:45:00 AM,18.426,,,
449,05/22/17 03:00:00 AM,18.426,,,
450,05/22/17 03:15:00 AM,18.331,,,
451,05/22/17 03:30:00 AM,18.331,,,
452,05/22/17 03:45:00 AM,18.331,,,
453,05/22/17 04:00:00 AM,18.236,,,
454,05/22/17 04:15:00 AM,18.236,,,
455,05/22/17 04:30:00 AM,18.236,,,
456,05/22/17 04:45:00 AM,18.140,,,
457,05/22/17 05:00:00 AM,18.140,,,
458,05/22/17 05:15:00 AM,18.140,,,
459,05/22/17 05:30:00 AM,18.140,,,
460,05/22/17 05:45:00 AM,18.140,,,
461,05/22/17 06:00:00 AM,18.140,,,
462,05/22/17 06:15:00 AM,18.045,,,
463,05/22/17 06:30:00 AM,18.045,,,
464,05/22/17 06:45:00 AM,18.045,,,
465,05/22/17 07:00:00 AM,18.045,,,
466,05/22/17 07:15:00 AM,18.045,,,
467,05/22/17 07:30:00 AM,18.045,,,
468,05/22/17 07:45:00 AM,18.045,,,
469,05/22/17 08:00:00 AM,18.045,,,
470,05/22/17 08:15:00 AM,18.045,,,
471,05/22/17 08:30:00 AM,18.045,,,
472,05/22/17 08:45:00 AM,18.045,,,
473,05/22/17 09:00:00 AM,18.045,,,
474,05/22/17 09:15:00 AM,18.045,,,
475,05/22/17 09:30:00 AM,18.045,,,
476,05/22/17 09:45:00 AM,18.045,,,
477,05/22/17 10:00:00 AM,18.045,,,
478,05/22/17 10:15:00 AM,18.045,,,
479,05/22/17 10:30:00 AM,18.140,,,
480,05/22/17 10:45:00 AM,18.140,,,
481,05/22/17 11:00:00 AM,18.140,,,
482,05/22/17 11:15:00 AM,18.236,,,
483,05/22/17 11:30:00 AM,18.236,,,
484,05/22/17 11:45:00 AM,18.331,,,
485,05/22/17 12:00:00 PM,18.331,,,
486,05/22/17 12:15:00 PM,18.426,,,
487,05/22/17 12:30:00 PM,18.426,,,
488,05/22/17 12:45:00 PM,18.521,,,
489,05/22/17 01:00:00 PM,18.521,,,
490,05/22/17 01:15:00 PM,18.616,,,
491,05/22/17 01:30:00 PM,18.711,,,
492,05/22/17 01:45:00 PM,18.806,,,
493,05/22/17 02:00:00 PM,18.806,,,
494,05/22/17 02:15:00 PM,18.901,,,
495,05/22/17 02:30:00 PM,18.996,,,
496,05/22/17 02:45:00 PM,19.092,,,
497,05/22/17 03:00:00 PM,19.187,,,
498,05/22/17 03:15:00 PM,19.282,,,
499,05/22/17 03:30:00 PM,19.377,,,
500,05/22/17 03:45:00 PM,19.472,,,
501,05/22/17 04:00:00 PM,19.472,,,
502,05/22/17 04:15:00 PM,19.567,,,
503,05/22/17 04:30:00 PM,19.662,,,
504,05/22/17 04:45:00 PM,19.758,,,
505,05/22/17 05:00:00 PM,19.853,,,
506,05/22/17 05:15:00 PM,19.853,,,
507,05/22/17 05:30:00 PM,19.948,,,
508,05/22/17 05:45:00 PM,20.043,,,
509,05/22/17 06:00:00 PM,20.043,,,
510,05/22/17 06:15:00 PM,20.138,,,
511,05/22/17 06:30:00 PM,20.138,,,
512,05/22/17 06:45:00 PM,20.234,,,
513,05/22/17 07:00:00 PM,20.234,,,
514,05/22/17 07:15:00 PM,20.329,,,
515,05/22/17 07:30:00 PM,20.424,,,
516,05/22/17 07:45:00 PM,20.424,,,
517,05/22/17 08:00:00 PM,20.519,,,
518,05/22/17 08:15:00 PM,20.615,,,
519,05/22/17 08:30:00 PM,20.615,,,
520,05/22/17 08:45:00 PM,20.615,,,
521,05/22/17 09:00:00 PM,20.710,,,
522,05/22/17 09:15:00 PM,20.710,,,
523,05/22/17 09:30:00 PM,20.805,,,
524,05/22/17 09:45:00 PM,20.805,,,
525,05/22/17 10:00:00 PM,20.805,,,
526,05/22/17 10:15:00 PM,20.805,,,
527,05/22/17 10:30:00 PM,20.901,,,
528,05/22/17 10:45:00 PM,20.901,,,
529,05/22/17 11:00:00 PM,20.901,,,
530,05/22/17 11:15:00 PM,20.901,,,
531,05/22/17 11:30:00 PM,20.901,,,
532,05/22/17 11:45:00 PM,20.805,,,
533,05/23/17 12:00:00 AM,20.805,,,
534,05/23/17 12:15:00 AM,20.805,,,
535,05/23/17 12:30:00 AM,20.805,,,
536,05/23/17 12:45:00 AM,20.805,,,
537,05/23/17 01:00:00 AM,20.805,,,
538,05/23/17 01:15:00 AM,20.710,,,
539,05/23/17 01:30:00 AM,20.710,,,
540,05/23/17 01:45:00 AM,20.710,,,
541,05/23/17 02:00:00 AM,20.615,,,
542,05/23/17 02:15:00 AM,20.615,,,
543,05/23/17 02:30:00 AM,20.519,,,
544,05/23/17 02:45:00 AM,20.519,,,
545,05/23/17 03:00:00 AM,20.424,,,
546,05/23/17 03:15:00 AM,20.424,,,
547,05/23/17 03:30:00 AM,20.329,,,
548,05/23/17 03:45:00 AM,20.329,,,
549,05/23/17 04:00:00 AM,20.234,,,
550,05/23/17 04:15:00 AM,20.138,,,
551,05/23/17 04:30:00 AM,20.138,,,
552,05/23/17 04:45:00 AM,20.043,,,
553,05/23/17 05:00:00 AM,19.948,,,
554,05/23/17 05:15:00 AM,19.948,,,
555,05/23/17 05:30:00 AM,19.853,,,
556,05/23/17 05:45:00 AM,19.758,,,
557,05/23/17 06:00:00 AM,19.662,,,
558,05/23/17 06:15:00 AM,19.567,,,
559,05/23/17 06:30:00 AM,19.567,,,
560,05/23/17 06:45:00 AM,19.472,,,
561,05/23/17 07:00:00 AM,19.377,,,
562,05/23/17 07:15:00 AM,19.377,,,
563,05/23/17 07:30:00 AM,19.282,,,
564,05/23/17 07:45:00 AM,19.187,,,
565,05/23/17 08:00:00 AM,19.092,,,
566,05/23/17 08:15:00 AM,19.092,,,
567,05/23/17 08:30:00 AM,18.996,,,
568,05/23/17 08:45:00 AM,18.996,,,
569,05/23/17 09:00:00 AM,18.901,,,
570,05/23/17 09:15:00 AM,18.806,,,
